"ac.ha","name","geo","sero","year","ac.na"
"AY555153","Thailand_2_SP_33_2004","Thailand","H5N1","2004.497","AY555152"
"AY577314","Thailand_3_SP_83_2004","Thailand","H5N1","2004.497","AY577315"
"AY590568","chicken_Nakorn_Patom_Thailand_CU_K2_2004","Thailand","H5N1","2004.497","AY590567"
"AY609312","chicken_Guangdong_174_04","China","H5N1","2004.497","AY609314"
"AY623430","chicken_Yichang_lung_1_04","China","H5N1","2004.497","AY623431"
"AY626143","Thailand_4_SP_528_2004","Thailand","H5N1","2004.497","AY577316"
"AY627885","Thailand_5_KK_494_2004","Thailand","H5N1","2004.497","AY627886"
"AY646167","tiger_Suphanburi_Thailand_Ti_1_04","Thailand","H5N1","2004.497","AY646168"
"AY646175","leopard_Suphanburi_Thailand_Leo_1_04","Thailand","H5N1","2004.497","AY646176"
"AY649382","chicken_Thailand_CH_2_2004","Thailand","H5N1","2004.497","AY649383"
"AY651322","Dk_Indonesia_MS_2004","Indonesia","H5N1","2004.497","AY651434"
"AY651325","Ck_Indonesia_5_2004","Indonesia","H5N1","2004.497","AY651436"
"AY651326","Ck_Thailand_1_2004","Thailand","H5N1","2004.497","AY651439"
"AY651328","Ck_Thailand_9_1_2004","Thailand","H5N1","2004.497","AY651440"
"AY651329","Qa_Thailand_57_2004","Thailand","H5N1","2004.497","AY651442"
"AY651330","bird_Thailand_3_1_2004","Thailand","H5N1","2004.497","AY651441"
"AY651331","Dk_Thailand_71_1_2004","Thailand","H5N1","2004.497","AY651443"
"AY651332","Gs_Thailand_79_2004","Thailand","H5N1","2004.497","AY651444"
"AY651335","Viet_Nam_3046_2004","Vietnam","H5N1","2004.497","AY651446"
"AY651336","Viet_Nam_3062_2004","Vietnam","H5N1","2004.497","AY651448"
"AY651337","chicken_Viet_Nam_33_2004","Vietnam","H5N1","2004.497","AY651449"
"AY651338","Ck_Viet_Nam_35_2004","Vietnam","H5N1","2004.497","AY651450"
"AY651339","Ck_Viet_Nam_36_2004","Vietnam","H5N1","2004.497","AY651451"
"AY651340","Ck_Viet_Nam_37_2004","Vietnam","H5N1","2004.497","AY651452"
"AY651341","Ck_Viet_Nam_38_2004","Vietnam","H5N1","2004.497","AY651453"
"AY651342","Ck_Viet_Nam_39_2004","Vietnam","H5N1","2004.497","AY651454"
"AY651343","Ck_Viet_Nam_C57_2004","Vietnam","H5N1","2004.497","AY651455"
"AY651344","Dk_Viet_Nam_11_2004","Vietnam","H5N1","2004.497","AY651456"
"AY651362","peregrine_falcon_HK_D0028_2004","Hong_Kong","H5N1","2004.497","AY651474"
"AY651364","Dk_HN_303_2004","China","H5N1","2004.497","AY651477"
"AY651365","Dk_HN_101_2004","China","H5N1","2004.497","AY651476"
"AY651366","Ph_ST_44_2004","China","H5N1","2004.497","AY651478"
"AY651371","Ck_YN_374_2004","China","H5N1","2004.497","AY651481"
"AY651372","Ck_YN_115_2004","China","H5N1","2004.497","AY651482"
"AY653200","chicken_Jilin_9_2004","China","H5N1","2004.497","AY653195"
"AY679514","Thailand_LFPN_2004_2004","Thailand","H5N1","2004.497","AY679513"
"AY684706","chicken_Hubei_327_2004","China","H5N1","2004.497","AY684708"
"AY737289","chicken_Guangdong_191_04","China","H5N1","2004.497","AY737291"
"AY737296","chicken_Guangdong_178_04","China","H5N1","2004.497","AY737299"
"AY737304","duck_Guangdong_173_04","China","H5N1","2004.497","AY737308"
"AY741213","blackbird_Hunan_1_2004","China","H5N1","2004.497","AY741214"
"AY741215","tree_sparrow_Henan_1_2004","China","H5N1","2004.497","AY741216"
"AY741217","tree_sparrow_Henan_2_2004","China","H5N1","2004.497","AY741218"
"AY741219","tree_sparrow_Henan_3_2004","China","H5N1","2004.497","AY741220"
"AY741221","tree_sparrow_Henan_4_2004","China","H5N1","2004.497","AY741222"
"AY770079","chicken_Hubei_489_2004","China","H5N1","2004.497","AY770078"
"AY770991","chicken_Ayutthaya_Thailand_CU_23_04","Thailand","H5N1","2004.497","AY770992"
"AY779048","duck_Thailand_CU_2_2004","Thailand","H5N1","2004.497","AY779049"
"AY779050","chicken_Thailand_CU_21_2004","Thailand","H5N1","2004.497","AY779051"
"AY818136","chicken_Vietnam_C58_04","Vietnam","H5N1","2004.497","AY818142"
"AY818137","quail_Vietnam_36_04","Vietnam","H5N1","2004.497","AY818143"
"AY834279","Tiger_Thailand_VSMU_1_SPB_2004","Thailand","H5N1","2004.497","AY834280"
"AY842935","tiger_Thailand_CU_T3_2004","Thailand","H5N1","2004.497","AY842936"
"AY849793","chicken_Texas_298313_2004","USA","H5N2","2004.497","AY849791"
"AY854190","duck_Shandong_093_2004","China","H5N1","2004.497","AY854191"
"AY866475","tiger_Thailand_CU_T7_2004","Thailand","H5N1","2004.497","AY866476"
"AY950230","chicken_Henan_01_2004","China","H5N1","2004.497","AY950244"
"AY950231","chicken_Henan_210_2004","China","H5N1","2004.497","AY950245"
"AY950232","chicken_Henan_12_2004","China","H5N1","2004.497","AY950246"
"AY950233","chicken_Henan_13_2004","China","H5N1","2004.497","AY950247"
"AY950234","chicken_Henan_16_2004","China","H5N1","2004.497","AY950248"
"AY950235","wild_duck_Guangdong_314_2004","China","H5N1","2004.497","AY950249"
"AY950236","swan_Guangxi_307_2004","China","H5N1","2004.497","AY950250"
"AY972539","tiger_Thailand_CU_T4_04","Thailand","H5N1","2004.497","AY972543"
"AY972540","tiger_Thailand_CU_T5_04","Thailand","H5N1","2004.497","AY972544"
"AY972541","tiger_Thailand_CU_T6_04","Thailand","H5N1","2004.497","AY972545"
"AY972542","tiger_Thailand_CU_T8_04","Thailand","H5N1","2004.497","AY972546"
"CY024746","duck_Italy_775_2004","Italy","H5N3","2004.497","CY024748"
"CY028700","chicken_Vietnam_10_2004","Vietnam","H5N1","2004.497","CY028702"
"CY028708","chicken_Vietnam_23_2004","Vietnam","H5N1","2004.497","CY028710"
"CY028716","chicken_Vietnam_24_2004","Vietnam","H5N1","2004.497","CY028718"
"CY028961","silky_chicken_Shantou_475_2004","China","H5N1","2004.497","CY029260"
"CY028969","duck_Hunan_533_2004","China","H5N1","2004.497","CY029316"
"CY028970","duck_Hunan_733_2004","China","H5N1","2004.497","CY029323"
"CY028993","chicken_Yunnan_207_2004","China","H5N1","2004.497","CY029484"
"CY028994","duck_Yunnan_426_2004","China","H5N1","2004.497","CY029491"
"CY028995","duck_Yunnan_485_2004","China","H5N1","2004.497","CY029498"
"CY028996","duck_Yunnan_522_2004","China","H5N1","2004.497","CY029505"
"CY029937","chicken_Vietnam_15_2004","Vietnam","H5N1","2004.497","CY029939"
"CY031172","duck_Vietnam_72004","Vietnam","H5N1","2004.497","CY031174"
"CY031180","duck_Vietnam_9422004","Vietnam","H5N1","2004.497","CY031182"
"CY033169","chicken_Vietnam_830_2004","Vietnam","H5N1","2004.497","CY033171"
"CY033177","duck_Vietnam_942B_2004","Vietnam","H5N1","2004.497","CY033179"
"CY034198","chicken_Vietnam_18_2004","Vietnam","H5N1","2004.497","CY034200"
"CY034206","chicken_Vietnam_890_2004","Vietnam","H5N1","2004.497","CY034208"
"CY036695","chicken_Vietnam_921_2004","Vietnam","H5N1","2004.497","CY036697"
"CY036703","chicken_Vietnam_925_2004","Vietnam","H5N1","2004.497","CY036705"
"CY036711","chicken_Vietnam_933_2004","Vietnam","H5N1","2004.497","CY036713"
"CY053325","wood_duck_Ohio_623_2004","USA","H5N1","2004.497","CY053327"
"CY094799","chicken_Vietnam_945_2004","Vietnam","H5N1","2004.497","CY094801"
"CY094807","chicken_Vietnam_949B_2004","Vietnam","H5N1","2004.497","CY094809"
"CY094847","quail_Vietnam_7B_2004","Vietnam","H5N1","2004.497","CY094849"
"CY111598","Thailand_1_KAN_1_2004","Thailand","H5N1","2004.497","CY111600"
"DQ076201","Ck_Thailand_73_2004","Thailand","H5N1","2004.497","DQ076202"
"DQ083550","chicken_Suphanburi_Thailand_CU_1_04","Thailand","H5N1","2004.497","DQ083586"
"DQ083551","chicken_Bangkok_Thailand_CU_3_04","Thailand","H5N1","2004.497","DQ083587"
"DQ083552","crow_Bangkok_Thailand_CU_4_04","Thailand","H5N1","2004.497","DQ083588"
"DQ083553","duck_Chonburi_Thailand_CU_5_04","Thailand","H5N1","2004.497","DQ083589"
"DQ083554","chicken_Bangkok_Thailand_CU_6_04","Thailand","H5N1","2004.497","DQ083590"
"DQ083555","chicken_Chonburi_Thailand_CU_7_04","Thailand","H5N1","2004.497","DQ083591"
"DQ083556","chicken_Prachinburi_Thailand_CU_8_2004","Thailand","H5N1","2004.497","DQ083592"
"DQ083557","chicken_Suphanburi_Thailand_CU_9_04","Thailand","H5N1","2004.497","DQ083593"
"DQ083558","chicken_Chachoengsao_Thailand_CU_10_04","Thailand","H5N1","2004.497","DQ083594"
"DQ083559","chicken_Chachoengsao_Thailand_CU_11_04","Thailand","H5N1","2004.497","DQ083595"
"DQ083560","chicken_Nakhon_Sawan_Thailand_CU_12_04","Thailand","H5N1","2004.497","DQ083596"
"DQ083561","chicken_Nakhon_Sawan_Thailand_CU_13_04","Thailand","H5N1","2004.497","DQ083597"
"DQ083562","chicken_Nakhon_Pathom_Thailand_CU_14_04","Thailand","H5N1","2004.497","DQ083598"
"DQ083563","crow_Bangkok_Thailand_CU_15_04","Thailand","H5N1","2004.497","DQ083599"
"DQ083564","white_peafowl_Bangkok_Thailand_CU_16_04","Thailand","H5N1","2004.497","DQ083600"
"DQ083565","chicken_Saraburi_Thailand_CU_17_2004","Thailand","H5N1","2004.497","DQ083601"
"DQ083566","Kalji_Pheasant_Bangkok_Thailand_CU_18_04","Thailand","H5N1","2004.497","DQ083602"
"DQ083567","Ostrich_Samut_Prakan_Thailand_CU_19_04","Thailand","H5N1","2004.497","DQ083603"
"DQ083568","chicken_Bangkok_Thailand_CU_20_04","Thailand","H5N1","2004.497","DQ083604"
"DQ083569","chicken_Ayutthaya_Thailand_CU_24_04","Thailand","H5N1","2004.497","DQ083605"
"DQ083570","crow_Bangkok_Thailand_CU_25_04","Thailand","H5N1","2004.497","DQ083606"
"DQ083572","chicken_Saraburi_Thailand_CU_27_2004","Thailand","H5N1","2004.497","DQ083608"
"DQ083573","white_peafowl_Bangkok_Thailand_CU_29_04","Thailand","H5N1","2004.497","DQ083609"
"DQ083574","ostrich_Samut_Prakan_Thailand_CU_31_04","Thailand","H5N1","2004.497","DQ083610"
"DQ083575","crow_Bangkok_Thailand_CU_35_04","Thailand","H5N1","2004.497","DQ083611"
"DQ083576","chicken_Lopburi_Thailand_CU_38_04","Thailand","H5N1","2004.497","DQ083612"
"DQ083577","chicken_Nakhon_Sawan_Thailand_CU_39_04","Thailand","H5N1","2004.497","DQ083613"
"DQ083578","chicken_Ratchaburi_Thailand_CU_68_2004","Thailand","H5N1","2004.497","DQ083614"
"DQ083579","duck_Nakhon_Pathom_Thailand_CU_71_04","Thailand","H5N1","2004.497","DQ083615"
"DQ083580","chicken_Chonburi_Thailand_CU_73_04","Thailand","H5N1","2004.497","DQ083616"
"DQ083581","duck_Saraburi_Thailand_CU_74_04","Thailand","H5N1","2004.497","DQ083617"
"DQ083583","pigeon_Samut_Prakan_Thailand_CU_202_04","Thailand","H5N1","2004.497","DQ083619"
"DQ083584","sparrow_Phang_Nga_Thailand_CU_203_04","Thailand","H5N1","2004.497","DQ083620"
"DQ083585","Mynas_Ranong_Thailand_CU_209_04","Thailand","H5N1","2004.497","DQ083621"
"DQ099755","chicken_Viet_Nam_TN_025_2004","Vietnam","H5N1","2004.497","DQ094276"
"DQ099758","chicken_Viet_Nam_TG_023_2004","Vietnam","H5N1","2004.497","DQ094281"
"DQ099759","chicken_Vietnam_DT171_2004","Vietnam","H5N1","2004.497","DQ321068"
"DQ099760","chicken_Viet_Nam_LD_080_2004","Vietnam","H5N1","2004.497","DQ094287"
"DQ104701","duck_Malaysia_F118_08_04_2004","Malaysia","H5N2","2004.497","DQ104703"
"DQ122147","duck_broiler_Malaysia_F189_07_04","Malaysia","H5N2","2004.497","DQ104702"
"DQ182483","crested_eagle_Belgium_01_2004","Belgium","H5N1","2004.497","DQ182482"
"DQ236077","cat_Thailand_KU_02_04","Thailand","H5N1","2004.497","DQ236078"
"DQ236085","pigeon_Thailand_KU_03_04","Thailand","H5N1","2004.497","DQ236086"
"DQ251447","duck_Denmark_65047_04","Denmark","H5N2","2004.497","DQ251448"
"DQ256383","parrot_C6032_04","USA","H5N2","2004.497","DQ256385"
"DQ320877","duck_Guangxi_351_2004","China","H5N1","2004.497","DQ321009"
"DQ320878","duck_Guangxi_380_2004","China","H5N1","2004.497","DQ321010"
"DQ320880","goose_Guangxi_914_2004","China","H5N1","2004.497","DQ321012"
"DQ320881","goose_Guangxi_1097_2004","China","H5N1","2004.497","DQ321013"
"DQ320882","goose_Guangxi_1198_2004","China","H5N1","2004.497","DQ321014"
"DQ320883","duck_Guangxi_1311_2004","China","H5N1","2004.497","DQ321015"
"DQ320884","duck_Guangxi_1378_2004","China","H5N1","2004.497","DQ321016"
"DQ320885","duck_Guangxi_1586_2004","China","H5N1","2004.497","DQ321017"
"DQ320886","duck_Guangxi_1681_2004","China","H5N1","2004.497","DQ321018"
"DQ320887","duck_Guangxi_1793_2004","China","H5N1","2004.497","DQ321019"
"DQ320888","goose_Guangxi_1832_2004","China","H5N1","2004.497","DQ321020"
"DQ320889","goose_Guangxi_2112_2004","China","H5N1","2004.497","DQ321021"
"DQ320890","duck_Guangxi_2291_2004","China","H5N1","2004.497","DQ321022"
"DQ320891","goose_Guangxi_2383_2004","China","H5N1","2004.497","DQ321023"
"DQ320892","duck_Guangxi_2396_2004","China","H5N1","2004.497","DQ321024"
"DQ320893","chicken_Guangxi_2439_2004","China","H5N1","2004.497","DQ321025"
"DQ320894","chicken_Guangxi_2448_2004","China","H5N1","2004.497","DQ321026"
"DQ320895","chicken_Guangxi_2461_2004","China","H5N1","2004.497","DQ321027"
"DQ320923","grey_heron_Hong_Kong_728_2004","Hong_Kong","H5N1","2004.497","DQ321055"
"DQ320924","grey_heron_Hong_Kong_837_2004","Hong_Kong","H5N1","2004.497","DQ321056"
"DQ320930","chicken_Yogjakarta_BBVet_IX_2004","Indonesia","H5N1","2004.497","DQ321061"
"DQ320931","chicken_Kulon_Progo_BBVet_XII_1_2004","Indonesia","H5N1","2004.497","DQ321062"
"DQ320934","chicken_Malaysia_5858_2004","Malaysia","H5N1","2004.497","DQ321066"
"DQ366330","chicken_Guangxi_12_2004","China","H5N1","2004.497","DQ366332"
"DQ366338","duck_Guangxi_13_2004","China","H5N1","2004.497","DQ366340"
"DQ497642","chicken_Malang_BBVet_IV_2004","Indonesia","H5N1","2004.497","DQ492991"
"DQ497649","quail_Yogjakarta_BBVet_IX_2004","Indonesia","H5N1","2004.497","DQ492998"
"DQ497650","chicken_Kulon_Progo_BBVet_XII_2_2004","Indonesia","H5N1","2004.497","DQ492999"
"DQ497653","chicken_Purwakarta_BBVet_IV_2004","Indonesia","H5N1","2004.497","DQ493002"
"DQ497654","quail_Tasikmalaya_BPPV4_2004","Indonesia","H5N1","2004.497","DQ493003"
"DQ497655","chicken_Bangli_Bali_BBPV6_1_2004","Indonesia","H5N1","2004.497","DQ493005"
"DQ497656","chicken_Bangli_Bali_BPPV6_2_2004","Indonesia","H5N1","2004.497","DQ493004"
"DQ497658","chicken_Mangarai_NTT_BPPV6_2004","Indonesia","H5N1","2004.497","DQ493007"
"DQ497660","chicken_Kupang_2_NTT_BPPV6_2004","Indonesia","H5N1","2004.497","DQ493009"
"DQ497661","chicken_Kupang_3_NTT_BPPV6_2004","Indonesia","H5N1","2004.497","DQ493010"
"DQ497662","chicken_Kupang_1_NTT_BPPV6_2004","Indonesia","H5N1","2004.497","DQ493011"
"DQ497664","turkey_Kedaton_BPPV3_2004","Indonesia","H5N1","2004.497","DQ493018"
"DQ497673","duck_Vietnam_40_2004","Vietnam","H5N1","2004.497","DQ493022"
"DQ497683","duck_Vietnam_48_2004","Vietnam","H5N1","2004.497","DQ493032"
"DQ497684","duck_Vietnam_219_2004","Vietnam","H5N1","2004.497","DQ493033"
"DQ497685","duck_Vietnam_220_2004","Vietnam","H5N1","2004.497","DQ493034"
"DQ497686","duck_Vietnam_N_XX_2004","Vietnam","H5N1","2004.497","DQ493035"
"DQ497687","chicken_Vietnam_32_2004","Vietnam","H5N1","2004.497","DQ493036"
"DQ497695","chicken_Vietnam_135_2004","Vietnam","H5N1","2004.497","DQ493044"
"DQ497696","chicken_Vietnam_149_2004","Vietnam","H5N1","2004.497","DQ493045"
"DQ497698","chicken_Vietnam_52_2004","Vietnam","H5N1","2004.497","DQ493047"
"DQ497700","chicken_Vietnam_133_2004","Vietnam","H5N1","2004.497","DQ493049"
"DQ497701","chicken_Vietnam_147_2004","Vietnam","H5N1","2004.497","DQ493050"
"DQ497702","duck_Vietnam_148_2004","Vietnam","H5N1","2004.497","DQ493051"
"DQ497710","chicken_Vietnam_53_2004","Vietnam","H5N1","2004.497","DQ493059"
"DQ497713","chicken_Vietnam_159_2004","Vietnam","H5N1","2004.497","DQ493062"
"DQ497714","chicken_Vietnam_134_2004","Vietnam","H5N1","2004.497","DQ493063"
"DQ497715","quail_Vietnam_177_2004","Vietnam","H5N1","2004.497","DQ493064"
"DQ497718","chicken_Vietnam_132_2004","Vietnam","H5N1","2004.497","DQ493067"
"DQ497719","Vietnam_CL01_2004","Vietnam","H5N1","2004.497","DQ493068"
"DQ497720","Vietnam_CL02_2004","Vietnam","H5N1","2004.497","DQ493069"
"DQ497721","Vietnam_CL17_2004","Vietnam","H5N1","2004.497","DQ493070"
"DQ497722","Vietnam_CL20_2004","Vietnam","H5N1","2004.497","DQ493071"
"DQ497723","Vietnam_CL26_2004","Vietnam","H5N1","2004.497","DQ493072"
"DQ497724","Vietnam_CL36_2004","Vietnam","H5N1","2004.497","DQ493073"
"DQ497725","Vietnam_CL100_2004","Vietnam","H5N1","2004.497","DQ493074"
"DQ530173","dog_Thailand_Suphanburi_KU_08_04","Thailand","H5N1","2004.497","DQ530175"
"DQ836043","goose_Huadong_220_2004","China","H5N1","2004.497","DQ836044"
"DQ989961","open_billed_stork_Nakhonsawan_BBD0104F_2004","Thailand","H5N1","2004.497","DQ989963"
"DQ989969","open_billed_stork_Nakhonsawan_BBD0404F_2004","Thailand","H5N1","2004.497","DQ989971"
"DQ989979","open_billed_stork_Suphanburi_TSD0912F_2004","Thailand","H5N1","2004.497","DQ989981"
"DQ997076","swine_Anhui_cb_2004","China","H5N1","2004.497","DQ997077"
"DQ997218","mallard_Guangxi_wt_2004","China","H5N1","2004.497","DQ997211"
"DQ997219","chicken_Henan_wu_2004","China","H5N1","2004.497","DQ997220"
"DQ997253","swine_Henan_wy_2004","China","H5N1","2004.497","DQ997254"
"DQ997262","swine_Guangxi_wz_2004","China","H5N1","2004.497","DQ997263"
"DQ997325","chicken_Jilin_hk_2004","China","H5N1","2004.497","DQ997326"
"DQ997392","swine_Anhui_ca_2004","China","H5N1","2004.497","DQ997385"
"EF041479","duck_South_Africa_811_2004","South_Africa","H5N1","2004.497","EF041481"
"EF112271","open_billed_stork_Bangkok_LBD0111F_04","Thailand","H5N1","2004.497","EF112317"
"EF112272","open_billed_stork_Bangkok_LBD0511F_04","Thailand","H5N1","2004.497","EF112318"
"EF178531","tiger_Thailand_VSMU_11_SPB_2004","Thailand","H5N1","2004.497","EF178530"
"EF178532","tiger_Thailand_VSMU_23_CBI_2004","Thailand","H5N1","2004.497","EF178533"
"EF467802","chicken_Thailand_2_04","Thailand","H5N1","2004.497","EF467801"
"EF541392","Prachinburi_6231_2004","Thailand","H5N1","2004.497","EF512562"
"EF541402","Vietnam_1194_2004","Vietnam","H5N1","2004.497","EF541466"
"EF541404","Viet_Nam_1204_2004","Vietnam","H5N1","2004.497","AB745467"
"EF541408","Thailand_16_2004","Thailand","H5N1","2004.497","EF541470"
"EF541409","chicken_Viet_Nam_1_2004","Vietnam","H5N1","2004.497","EF541475"
"EF541410","Thailand_SP83_2004","Thailand","H5N1","2004.497","EF541472"
"EF541411","Thailand_Kan353_2004","Thailand","H5N1","2004.497","EF541471"
"EF541413","chicken_Laos_7191_2004","Laos","H5N1","2004.497","EF541476"
"EF541417","Thailand_Chaiyaphum_622_2004","Thailand","H5N1","2004.497","EF541473"
"EF593102","chicken_Thailand_vsmu_3_BKK_2004","Thailand","H5N1","2004.497","EF593104"
"EF597257","migratory_duck_Hong_Kong_MP206_2004","Hong_Kong","H5N3","2004.497","EF597320"
"EF607856","wood_duck_MD_04_623_2004","USA","H5N1","2004.497","EF607898"
"EPI104056","chicken_Indonesia_R132_2004","Indonesia","H5N1","2004.497","EPI104056"
"EPI24749","Chicken_Jiangxi_25_2004","China","H5N1","2004.497","EPI24749"
"EPI24750","Duck_Hunnan_70_2004","China","H5N5","2004.497","EPI24750"
"EPI24751","Chicken_Anhui_39_2004","China","H5N1","2004.497","EPI24751"
"EU118132","chicken_Vietnam_G04_2004","Vietnam","H5N1","2004.497","EU118141"
"EU221247","clouded_leopard_Thailand_KU_11_2004","Thailand","H5N1","2004.497","EU221248"
"EU871921","ruddy_turnstone_NJ_327_2004","USA","H5N7","2004.497","EU871923"
"FJ686738","mallard_Maryland_897_2004","USA","H5N2","2004.497","FJ686740"
"GU052418","environment_Viet_Nam_1203_2004","Vietnam","H5N1","2004.497","GU052420"
"GU052433","pigeon_Thailand_1B_2004","Thailand","H5N1","2004.497","GU052435"
"GU052644","chicken_Texas_298313_2_2004","USA","H5N2","2004.497","GU052646"
"GU186648","duck_Ang_Thong_71_2_2004","Thailand","H5N1","2004.497","GU186650"
"GU186708","chicken_Yamaguchi_7_2004","Japan","H5N1","2004.497","GU186710"
"GU186785","wild_duck_Ohio_623_2004","USA","H5N1","2004.497","GU186787"
"HM006759","Viet_Nam_1203_2004","Vietnam","H5N1","2004.497","HM006761"
"HM172075","chicken_Gansu_44_2004","China","H5N1","2004.497","HM172187"
"HM172089","goose_Guangdong_72_2004","China","H5N1","2004.497","HM172181"
"HM172095","chicken_Anhui_39_2004","China","H5N1","2004.497","HM172180"
"HM172098","duck_Hunan_69_2004","China","H5N1","2004.497","HM172209"
"HM172105","duck_Hunan_70_2004","China","H5N1","2004.497","HM172178"
"HM172114","chicken_Hunan_41_2004","China","H5N1","2004.497","HM172173"
"HM172116","duck_Guangdong_23_2004","China","H5N1","2004.497","HM172210"
"HM172455","chicken_Jiangxi_25_2004","China","H5N1","2004.497","HM172463"
"JN634875","chicken_Thailand_KU14_2004","Thailand","H5N1","2004.497","JN634876"
"AB233321","whooper_swan_Mongolia_4_05","Mongolia","H5N1","2005.496","AB239318"
"AB233322","whooper_swan_Mongolia_6_05","Mongolia","H5N1","2005.496","AB239325"
"AB239125","Hanoi_30408_2005","Vietnam","H5N1","2005.496","AB239126"
"AB261853","chicken_Ibaraki_1_2005","Japan","H5N2","2005.496","AB261855"
"AB275420","chicken_Ibaraki_2_2005","Japan","H5N2","2005.496","AB275649"
"AB275421","chicken_Ibaraki_3_2005","Japan","H5N2","2005.496","AB275650"
"AB275422","chicken_Ibaraki_4_2005","Japan","H5N2","2005.496","AB275651"
"AB275423","chicken_Ibaraki_5_2005","Japan","H5N2","2005.496","AB275652"
"AB275424","chicken_Ibaraki_6_2005","Japan","H5N2","2005.496","AB275653"
"AB275425","chicken_Ibaraki_8_2005","Japan","H5N2","2005.496","AB275654"
"AB275426","chicken_Ibaraki_9_2005","Japan","H5N2","2005.496","AB275655"
"AB275427","chicken_Ibaraki_10_2005","Japan","H5N2","2005.496","AB275656"
"AB275428","chicken_Ibaraki_11_2005","Japan","H5N2","2005.496","AB275657"
"AB275429","chicken_Ibaraki_12_2005","Japan","H5N2","2005.496","AB275658"
"AB275430","chicken_Ibaraki_13_2005","Japan","H5N2","2005.496","AB275659"
"AB275431","chicken_Ibaraki_14_2005","Japan","H5N2","2005.496","AB275660"
"AB275432","chicken_Ibaraki_15_2005","Japan","H5N2","2005.496","AB275661"
"AB275433","chicken_Ibaraki_16_2005","Japan","H5N2","2005.496","AB275662"
"AB450565","chicken_Suphanburi_NIAH108192_2005","Thailand","H5N1","2005.496","AB450611"
"AB450566","quail_Nakhon_Pathom_NIAH7562_2005","Thailand","H5N1","2005.496","AB450612"
"AB450567","chicken_Kalasin_NIAH3776_2005","Thailand","H5N1","2005.496","AB450613"
"AB450572","common_myna_Thailand_VSMU_10_BRM_2005","Thailand","H5N1","2005.496","AB450618"
"AB450573","pigeon_Thailand_VSMU_11_KRI_2005","Thailand","H5N1","2005.496","AB450619"
"AB450574","pigeon_Thailand_VSMU_13_KRI_2005","Thailand","H5N1","2005.496","AB450620"
"AB450575","tree_sparrow_Thailand_VSMU_12_KRI_2005","Thailand","H5N1","2005.496","AB450621"
"AB450576","tree_sparrow_Thailand_VSMU_14_KRI_2005","Thailand","H5N1","2005.496","AB450622"
"AB450577","open_bill_stork_Thailand_VSMU_15_ATG_2005","Thailand","H5N1","2005.496","AB450623"
"AB450578","tree_sparrow_Ratchaburi_VSMU_16_RBR_2005","Thailand","H5N1","2005.496","AB450624"
"AB450579","open_bill_stork_Thailand_VSMU_29_NSN_2005","Thailand","H5N1","2005.496","AB450625"
"AB558460","duck_Tsukuba_394_2005","Japan","H5N3","2005.496","AB472024"
"AB558466","duck_Tsukuba_168_2005","Japan","H5N2","2005.496","AB472016"
"AB598119","Cambodia_408008_2005","Cambodia","H5N1","2005.496","AB598121"
"AJ971297","duck_France_05066b_2005","France","H5N1","2005.496","AJ972921"
"AJ971298","duck_France_05054a_2005","France","H5N3","2005.496","AM040151"
"AJ972673","duck_France_05057b_2005","France","H5N2","2005.496","AJ973086"
"AM040150","duck_France_05056a_2005","France","H5N2","2005.496","AJ973085"
"AM183670","chicken_Indonesia_R60_05","Indonesia","H5N1","2005.496","AM183682"
"AM183674","chicken_Vietnam_P22_05","Vietnam","H5N1","2005.496","AM183679"
"AM183677","duck_Viet_Nam_TG24_01_2005","Vietnam","H5N1","2005.496","AM183678"
"CY016819","cygnus_olor_Croatia_1_2005","Croatia","H5N1","2005.496","CY016821"
"CY016835","chicken_Viet_Nam_2_2005","Vietnam","H5N1","2005.496","CY016837"
"CY016843","chicken_Viet_Nam_6_2005","Vietnam","H5N1","2005.496","CY016845"
"CY016851","chicken_Viet_Nam_8_2005","Vietnam","H5N1","2005.496","CY016853"
"CY016859","chicken_Viet_Nam_9_2005","Vietnam","H5N1","2005.496","CY016861"
"CY016867","chicken_Viet_Nam_10_2005","Vietnam","H5N1","2005.496","CY016869"
"CY016875","chicken_Viet_Nam_11_2005","Vietnam","H5N1","2005.496","CY016877"
"CY016883","duck_Viet_Nam_12_2005","Vietnam","H5N1","2005.496","CY016885"
"CY016891","duck_Viet_Nam_20_2005","Vietnam","H5N1","2005.496","CY016893"
"CY017051","quail_Viet_Nam_15_2005","Vietnam","H5N1","2005.496","CY017053"
"CY017059","chicken_Viet_Nam_17_2005","Vietnam","H5N1","2005.496","CY017061"
"CY017067","duck_Viet_Nam_18_2005","Vietnam","H5N1","2005.496","CY017069"
"CY017187","duck_Viet_Nam_19_2005","Vietnam","H5N1","2005.496","CY017189"
"CY021397","mallard_Italy_3401_2005","Italy","H5N1","2005.496","CY095579"
"CY021525","turkey_Italy_1258_2005","Italy","H5N2","2005.496","CY021527"
"CY022629","turkey_Italy_1325_2005","Italy","H5N2","2005.496","CY022631"
"CY022637","teal_Italy_3931_38_2005","Italy","H5N2","2005.496","CY022639"
"CY022645","teal_Italy_3812_2005","Italy","H5N3","2005.496","CY022647"
"CY029511","duck_Vietnam_1228_2005","Vietnam","H5N1","2005.496","CY029513"
"CY029519","duck_Vietnam_1231_2005","Vietnam","H5N1","2005.496","CY029521"
